living_area,land_area,quality_score,garage_capacity,garage_area,bathrooms,bedrooms,total_rooms,has_pool,has_gym,has_garden,has_garage,has_fireplace,sale_year,house_age_future,location,SalePrice
1944,10307,6,2,324,2,4,12,1,1,1,1,0,2024,114,Urban,103500
1131,5720,5,1,200,1,3,5,1,1,0,1,0,2024,83,Urban,66500
1306,15660,5,2,472,1,3,6,1,1,1,1,0,2024,114,Urban,130000
1464,9900,5,0,0,2,3,7,1,1,1,0,0,2024,114,Urban,129000
1558,6406,5,2,400,1,3,7,1,1,0,1,1,2024,85,Urban,150000
2372,6600,5,1,432,2,4,11,1,1,0,1,0,2024,132,Urban,107500
1701,7627,4,0,0,2,4,8,1,1,0,0,0,2024,104,Urban,94550
1960,7596,5,2,400,2,4,10,1,1,0,1,0,2024,72,Urban,124500
1389,3378,7,1,240,1,3,6,1,1,0,1,1,2024,78,Urban,135000
1447,10134,5,0,0,1,3,6,1,1,1,0,0,2024,114,Urban,103000
936,6000,4,2,576,1,2,4,0,1,0,1,0,2024,71,Urban,93000
1328,6000,5,1,308,1,3,6,1,1,0,1,0,2024,74,Urban,129500
1387,6000,5,1,256,2,3,7,1,1,0,1,0,2024,70,Urban,93000
861,7404,4,2,288,1,2,5,0,1,0,1,0,2024,104,Urban,80000
612,5925,2,1,308,1,1,4,0,0,0,1,0,2024,84,Urban,45000
968,5925,3,0,0,1,2,6,0,1,0,0,0,2024,114,Urban,37900
886,5784,5,1,273,1,2,4,0,1,0,1,0,2024,86,Urban,91300
792,8520,5,1,287,1,2,5,0,1,1,1,0,2024,101,Urban,99500
1452,4456,4,0,0,2,2,8,1,1,0,0,0,2024,104,Urban,113000
1510,9600,4,2,720,2,3,7,1,1,1,1,0,2024,114,Urban,87500
1284,3500,5,1,240,1,2,5,1,1,0,1,0,2024,77,Urban,110000
2138,8100,5,2,360,2,2,11,1,1,1,1,0,2024,126,Urban,106000
2640,11700,7,4,864,1,4,8,1,1,1,1,1,2024,144,Urban,265979
2007,8400,6,1,357,2,3,8,1,1,1,1,0,2024,124,Urban,160000
1288,3600,6,1,280,1,3,5,1,1,0,1,1,2024,107,Urban,119000
1742,17671,8,2,424,1,4,8,1,1,1,1,1,2024,142,Urban,168000
816,3300,4,0,0,1,2,5,0,1,0,0,1,2024,114,Urban,58500
1482,9000,7,2,324,1,3,7,1,1,1,1,0,2024,104,Urban,143000
1022,7200,5,1,280,1,2,4,1,1,0,1,0,2024,114,Urban,85000
1869,8820,5,2,456,1,2,7,1,1,1,1,0,2024,134,Urban,124900
1480,5400,6,1,207,1,3,6,1,1,0,1,0,2024,104,Urban,119000
1521,9720,6,3,640,1,4,8,1,1,1,1,0,2024,114,Urban,146500
720,7879,4,0,0,1,2,4,0,0,0,0,0,2024,104,Urban,34900
797,9392,3,0,0,1,2,5,0,1,1,0,0,2024,124,Urban,44000
1576,21384,5,2,528,1,3,6,0,0,1,1,1,2024,101,Rural,223500
1432,6615,6,1,216,1,3,6,0,0,0,1,1,2024,101,Rural,149000
1548,7264,7,2,672,2,3,5,0,0,0,1,0,2024,99,Rural,205000
1654,4960,5,1,336,2,3,7,0,0,0,1,1,2024,94,Rural,137000
952,8854,6,1,192,1,2,4,0,0,1,1,1,2024,108,Rural,121000
1324,6000,4,1,240,1,3,6,1,1,0,1,0,2024,88,Urban,128000
1176,6000,6,2,624,1,2,4,1,1,0,1,0,2024,87,Urban,134900
1348,6000,5,1,216,1,3,5,1,1,0,1,1,2024,99,Urban,117000
1412,6000,6,1,280,1,4,6,1,1,0,1,1,2024,85,Urban,132500
1142,6000,5,1,320,1,3,6,1,1,0,1,0,2024,100,Urban,93000
904,6000,6,1,180,1,2,4,0,1,0,1,0,2024,98,Urban,119000
1301,6911,5,2,440,1,2,5,1,1,0,1,0,2024,100,Urban,100000
1539,6120,5,2,576,1,3,5,1,1,0,1,0,2024,88,Urban,141500
1573,6120,4,1,240,1,3,6,1,1,0,1,0,2024,89,Urban,133000
800,6120,2,0,0,1,1,4,0,1,0,0,1,2024,88,Urban,60000
875,6120,5,1,180,1,2,5,0,1,0,1,0,2024,93,Urban,105000
995,6120,5,1,264,1,2,5,0,1,0,1,0,2024,99,Urban,115000
1582,6120,5,1,250,2,3,6,1,1,0,1,1,2024,86,Urban,150000
1072,8635,5,5,1184,1,2,5,1,1,1,1,0,2024,99,Urban,126500
2134,11888,6,2,441,2,5,10,0,0,1,1,0,2024,108,Rural,214500
2019,11414,7,2,532,1,3,8,0,0,1,1,0,2024,114,Rural,167500
1768,8094,6,2,576,2,3,8,1,1,1,1,0,2024,109,Urban,155000
1826,2500,7,1,164,1,4,7,1,1,0,1,1,2024,109,Urban,155000
1944,9928,7,1,216,2,3,8,1,1,1,1,0,2024,109,Urban,179900
2229,5520,6,0,0,1,5,8,1,1,0,0,0,2024,112,Urban,104000
2128,3000,5,0,0,2,4,11,1,1,0,0,0,2024,102,Urban,62500
1930,6876,6,1,316,2,4,8,1,1,0,1,0,2024,97,Urban,149000
1208,6240,4,2,539,1,2,5,1,1,0,1,0,2024,99,Urban,103000
1427,5775,6,1,379,1,3,7,1,1,0,1,0,2024,109,Urban,123000
1864,5852,7,0,0,2,6,9,1,1,0,0,0,2024,122,Urban,97500
1666,5160,6,1,384,1,3,4,1,1,0,1,0,2024,97,Urban,135000
892,5160,4,0,0,1,1,5,0,1,0,0,0,2024,101,Urban,70000
1403,10320,6,1,308,1,3,7,1,1,1,1,0,2024,109,Urban,116000
704,4280,4,1,220,1,2,4,0,0,0,1,0,2024,78,Rural,88750
1200,10800,5,0,0,3,3,5,0,0,1,0,0,2024,37,Rural,179000
1200,10800,5,0,0,3,3,5,0,0,1,0,0,2024,37,Rural,179000
1152,10547,5,1,252,2,2,6,0,0,1,1,0,2024,46,Rural,159900
904,10020,1,0,0,0,1,4,0,0,1,0,0,2024,102,Rural,61000
1369,6629,6,1,300,2,3,6,1,1,0,1,0,2024,99,Urban,103600
1112,9780,5,1,226,2,4,6,0,0,1,1,0,2024,90,Rural,63000
1464,12886,5,2,480,2,3,6,0,0,1,1,1,2024,61,Rural,175000
1121,8816,5,2,480,1,3,5,0,0,1,1,0,2024,61,Rural,139000
1683,11184,6,2,440,2,3,7,0,0,1,1,1,2024,46,Rural,172500
1052,11625,5,1,668,1,3,6,0,0,1,1,1,2024,57,Rural,113500
899,7800,5,1,288,1,3,5,0,0,0,1,0,2024,57,Rural,130000
1034,8014,6,2,504,1,3,5,0,0,1,1,1,2024,46,Rural,149900
858,7252,5,2,576,1,2,5,0,0,0,1,0,2024,42,Rural,134900
860,8740,5,2,528,1,2,4,0,0,1,1,0,2024,42,Rural,137000
1092,11616,5,1,288,1,3,6,0,0,1,1,1,2024,62,Rural,139000
1774,15400,5,1,384,2,4,8,0,0,1,1,1,2024,63,Rural,165000
1138,15312,6,2,480,1,3,6,0,0,1,1,1,2024,64,Rural,148000
2071,15584,5,1,336,1,4,9,0,0,1,1,1,2024,68,Rural,165000
660,9000,2,0,0,1,2,5,0,0,1,0,0,2024,77,Rural,63900
1788,11250,4,1,304,1,5,8,0,0,1,1,1,2024,67,Rural,161500
1473,25095,5,1,452,1,1,5,0,0,1,1,1,2024,56,Rural,143000
1229,17140,4,1,284,1,3,6,0,0,1,1,0,2024,68,Rural,135000
861,12342,4,2,539,1,1,4,0,0,1,1,0,2024,84,Rural,82500
1867,10708,5,1,303,1,2,7,0,0,1,1,1,2024,69,Rural,190000
1733,13680,3,2,452,2,4,8,0,0,1,1,1,2024,69,Rural,139600
1383,15635,4,2,498,1,2,6,0,0,1,1,0,2024,70,Rural,122000
1689,9855,6,2,480,1,3,7,0,0,1,1,1,2024,68,Rural,127500
1073,9571,5,1,340,1,2,5,0,0,1,1,0,2024,68,Rural,121500
1276,9571,5,1,350,1,3,5,0,0,1,1,0,2024,66,Rural,60000
1639,9350,6,1,240,1,3,6,0,0,1,1,1,2024,78,Rural,154400
672,9340,4,1,234,1,2,4,0,0,1,1,0,2024,83,Rural,113000
1089,7440,5,1,252,1,3,5,0,0,0,1,1,2024,70,Rural,125000
845,11500,4,1,290,1,3,5,0,0,1,1,0,2024,67,Rural,84000
1049,4235,5,1,266,2,2,5,0,0,0,1,0,2024,40,Rural,139500
1716,11409,5,1,281,1,3,8,0,0,1,1,1,2024,75,Rural,131000
1258,9060,6,1,280,1,2,6,0,0,1,1,0,2024,85,Rural,105000
1510,9084,4,1,296,1,4,7,0,0,1,1,1,2024,84,Rural,108000
1061,10778,7,2,462,1,1,4,0,0,1,1,0,2024,34,Rural,162000
1338,19255,6,2,576,1,2,5,0,0,1,1,1,2024,41,Rural,156500
2132,12327,8,2,612,1,1,5,0,0,1,1,1,2024,41,Rural,316600
2196,14684,7,3,701,2,3,7,0,0,1,1,1,2024,34,Rural,271900
1775,9317,7,2,425,2,3,7,0,0,1,1,1,2024,31,Rural,213000
1879,10560,7,2,473,2,3,8,0,0,1,1,1,2024,31,Rural,239900
2020,9828,8,2,466,2,3,8,0,0,1,1,1,2024,29,Rural,239500
2016,26400,5,2,576,1,4,7,0,0,1,1,1,2024,144,Rural,131000
1535,7018,5,2,410,2,4,8,0,0,0,1,0,2024,45,Rural,118964
1224,7018,5,2,528,0,2,6,0,0,0,1,1,2024,45,Rural,153337
2228,7018,5,2,720,2,6,8,0,0,0,1,0,2024,45,Rural,147983
1535,7018,5,2,400,2,4,8,0,0,0,1,0,2024,45,Rural,118858
1535,7018,5,2,400,2,4,8,0,0,0,1,0,2024,45,Rural,118858
2240,7018,5,2,528,2,6,12,0,0,0,1,0,2024,45,Rural,142953
1229,7040,5,2,672,0,2,6,0,0,0,1,1,2024,45,Rural,148325
1513,7007,5,2,400,2,4,8,0,0,0,1,0,2024,45,Rural,113722
2787,11855,7,4,820,4,6,8,0,0,1,1,1,2024,24,Rural,269500
2787,7939,7,4,820,4,6,8,0,0,0,1,1,2024,24,Rural,269500
2787,7976,7,4,820,4,6,8,0,0,0,1,1,2024,24,Rural,269500
1680,10933,9,3,1138,1,1,8,0,0,1,1,1,2024,15,Rural,323262
1718,10637,8,3,826,2,3,7,0,0,1,1,1,2024,17,Rural,297000
1630,10226,8,3,860,2,3,8,0,0,1,1,1,2024,16,Rural,295493
1720,10816,9,3,846,2,3,8,0,0,1,1,1,2024,16,Rural,332000
1468,9178,8,3,904,2,3,6,0,0,1,1,1,2024,16,Rural,239900
1768,10769,8,2,578,2,3,7,0,0,1,1,0,2024,17,Rural,212000
1838,11422,8,2,524,2,3,7,0,0,1,1,1,2024,17,Rural,272500
1800,11923,9,2,702,2,2,7,0,0,1,1,0,2024,17,Rural,239000
1604,8814,7,2,660,2,3,8,0,0,1,1,1,2024,18,Rural,220000
1290,6762,7,2,662,2,2,6,0,0,0,1,1,2024,17,Rural,200000
1254,10324,8,3,810,2,2,5,0,0,1,1,0,2024,16,Rural,221800
1232,7314,7,2,632,2,2,6,0,0,0,1,0,2024,17,Rural,194500
1498,11645,8,3,844,2,3,7,0,0,1,1,1,2024,19,Rural,237000
1422,11646,6,2,440,2,3,7,0,0,1,1,1,2024,19,Rural,173000
1644,12800,7,2,569,2,2,5,0,0,1,1,1,2024,35,Rural,275000
1759,16698,7,2,525,2,3,7,0,0,1,1,1,2024,32,Rural,233500
2126,28698,5,2,538,2,3,7,0,0,1,1,0,2024,57,Rural,185000
1040,12464,5,2,576,1,3,6,0,0,1,1,0,2024,28,Rural,152000
990,9757,5,1,440,1,3,5,0,0,1,1,0,2024,30,Rural,143000
1764,15426,6,2,470,2,3,7,0,0,1,1,0,2024,27,Rural,231500
1661,10667,7,2,550,2,3,6,0,0,1,1,1,2024,28,Rural,212000
1463,14753,7,2,539,2,3,5,0,0,1,1,0,2024,26,Rural,207000
1097,10859,5,2,672,1,3,6,0,0,1,1,0,2024,30,Rural,145000
990,8072,5,2,480,1,3,5,0,0,1,1,0,2024,30,Rural,138000
1779,10400,7,2,546,2,3,6,0,0,1,1,0,2024,26,Rural,197900
1501,10335,7,2,577,2,3,6,0,0,1,1,0,2024,25,Rural,204000
1431,9017,7,2,666,2,3,6,0,0,1,1,0,2024,25,Rural,192000
1772,8750,6,2,492,2,3,7,0,0,1,1,1,2024,26,Rural,200000
1660,8935,7,2,493,2,3,7,0,0,1,1,0,2024,22,Rural,195000
1573,9808,7,2,544,2,3,6,0,0,1,1,0,2024,22,Rural,227000
1840,12420,7,2,622,2,3,6,0,0,1,1,0,2024,23,Rural,230000
1430,16285,7,2,605,2,3,6,0,0,1,1,0,2024,23,Rural,187100
1444,10739,7,2,577,2,3,6,0,0,1,1,0,2024,22,Rural,203000
1492,11166,7,2,608,2,3,6,0,0,1,1,1,2024,23,Rural,201000
1040,8430,5,0,0,2,3,5,0,0,1,0,0,2024,46,Rural,124000
907,16269,5,1,343,1,3,5,0,0,1,1,0,2024,46,Rural,140000
914,6950,5,2,444,1,2,5,0,0,0,1,0,2024,45,Rural,134900
1040,8800,5,2,484,2,3,5,0,0,1,1,0,2024,47,Rural,150500
864,7000,5,1,336,1,3,6,0,0,0,1,0,2024,46,Rural,136500
1268,9286,5,1,252,1,3,5,0,0,1,1,0,2024,47,Rural,143500
864,15523,5,1,338,1,3,5,0,0,1,1,1,2024,52,Rural,133500
894,7200,5,2,600,1,2,6,0,0,0,1,0,2024,52,Rural,123000
768,7200,5,1,396,1,2,5,0,0,0,1,0,2024,52,Rural,133900
768,8445,5,2,396,1,2,5,0,0,1,1,0,2024,52,Rural,133000
1611,11664,7,3,1231,2,3,6,0,0,1,1,0,2024,22,Rural,250000
2184,12334,8,2,570,2,4,8,0,0,1,1,1,2024,21,Rural,254750
1788,11838,8,2,522,2,3,7,0,0,1,1,1,2024,23,Rural,236500
1872,11885,8,2,531,2,3,7,0,0,1,1,1,2024,23,Rural,261500
2153,11050,9,3,736,2,3,8,0,0,1,1,1,2024,24,Rural,313000
1725,8749,7,2,550,2,3,6,0,0,1,1,0,2024,22,Rural,198500
1870,11250,7,2,608,2,3,6,0,0,1,1,0,2024,23,Rural,211000
1513,15750,8,2,521,2,2,5,0,0,1,1,1,2024,25,Rural,220000
1504,11883,7,2,478,2,3,6,0,0,1,1,1,2024,28,Rural,203000
1828,12782,8,2,523,2,3,7,0,0,1,1,1,2024,22,Rural,279500
1417,8750,7,2,511,2,3,7,0,0,1,1,1,2024,27,Rural,210000
2034,9375,7,2,645,2,3,8,0,0,1,1,0,2024,27,Rural,219500
1716,8750,7,2,512,2,2,7,0,0,1,1,1,2024,28,Rural,191000
1212,9100,7,2,573,2,3,6,0,0,1,1,0,2024,23,Rural,178000
1630,9750,7,2,451,2,3,6,0,0,1,1,1,2024,24,Rural,213000
848,4435,6,2,420,1,1,4,0,1,0,1,0,2024,21,Urban,144000
848,4435,6,2,420,1,1,4,0,1,0,1,0,2024,21,Urban,140000
1602,10200,8,3,810,2,3,7,0,0,1,1,1,2024,17,Rural,293200
1728,9313,7,2,572,2,3,7,0,0,1,1,0,2024,20,Rural,190000
1500,8487,7,2,570,2,3,6,0,0,1,1,0,2024,20,Rural,190000
1476,8633,6,2,540,2,3,7,0,0,1,1,0,2024,19,Rural,173500
1396,11069,6,2,440,2,3,6,0,0,1,1,1,2024,17,Rural,170000
1126,8777,4,2,520,2,2,5,0,0,1,1,0,2024,75,Rural,108000
1486,9937,5,2,480,1,3,7,0,0,1,1,0,2024,60,Rural,167000
816,8877,4,1,288,1,2,3,0,0,1,1,1,2024,86,Rural,100000
1922,7301,7,2,672,3,4,7,0,0,0,1,1,2024,21,Rural,198500
1426,7950,6,2,440,1,3,6,0,0,0,1,0,2024,47,Rural,159500
1149,10682,4,1,544,1,3,7,0,0,1,1,0,2024,64,Rural,127000
1125,7200,6,1,352,1,3,6,0,0,0,1,1,2024,48,Rural,125000
1698,13286,9,3,768,2,3,8,0,0,1,1,1,2024,17,Rural,320000
1072,3675,6,2,525,1,2,5,1,1,0,1,0,2024,19,Urban,145500
698,9405,5,0,0,1,2,4,0,0,1,0,0,2024,77,Rural,118000
876,6410,4,1,320,1,3,5,0,0,0,1,0,2024,65,Rural,85000
1368,11767,5,1,195,1,3,6,0,0,1,1,0,2024,74,Rural,120000
1529,8405,4,1,240,2,4,9,0,0,1,1,0,2024,79,Rural,98000
864,4060,5,0,0,1,2,4,0,0,0,0,0,2024,102,Rural,99900
944,10206,3,2,528,1,2,4,0,0,1,1,0,2024,72,Rural,82000
1678,10926,5,0,0,2,6,10,0,0,1,0,0,2024,65,Rural,119900
1560,11767,5,1,313,1,2,7,0,0,1,1,1,2024,68,Rural,103500
960,8926,4,1,288,1,3,5,0,0,1,1,0,2024,68,Rural,112000
1196,12354,6,2,528,1,3,7,0,0,1,1,0,2024,104,Rural,110000
1298,8212,5,1,256,1,3,6,0,0,1,1,1,2024,83,Rural,122000
1604,10998,5,2,660,2,3,6,0,0,1,1,0,2024,83,Rural,117000
1268,6300,5,1,250,1,3,7,1,1,0,1,1,2024,86,Urban,160000
1520,4500,5,1,281,1,3,6,1,1,0,1,0,2024,92,Urban,159434
438,8400,2,1,246,1,1,3,0,0,1,1,0,2024,104,Rural,60000
1489,9900,6,1,240,2,3,7,0,0,1,1,1,2024,84,Rural,139500
3082,15863,7,2,672,2,5,12,0,0,1,1,1,2024,104,Rural,197000
1242,5707,6,1,180,1,3,6,0,0,0,1,1,2024,89,Rural,105000
1981,7804,4,2,576,2,4,7,0,0,0,1,1,2024,96,Rural,135000
1232,8574,6,2,440,1,3,6,0,0,1,1,1,2024,108,Rural,147500
1608,6171,6,1,216,2,3,7,0,0,0,1,1,2024,99,Rural,137450
1135,7200,7,2,576,1,3,6,0,0,0,1,0,2024,88,Rural,155000
1913,7558,6,2,342,1,3,9,0,0,0,1,1,2024,96,Rural,177000
1477,6292,7,1,216,2,3,6,0,0,0,1,1,2024,96,Rural,145000
1228,7155,7,1,215,1,3,6,0,0,0,1,1,2024,106,Rural,137000
2080,10918,7,1,282,1,3,9,0,0,1,1,1,2024,98,Rural,234000
1567,13680,5,2,440,1,2,6,0,0,1,1,1,2024,84,Rural,205000
1494,7500,6,1,213,1,3,7,0,0,0,1,1,2024,82,Rural,177500
1308,9600,5,1,256,1,2,7,0,0,1,1,1,2024,84,Rural,160000
1273,14680,5,1,307,1,2,5,0,0,1,1,0,2024,64,Rural,155000
964,13360,5,2,432,1,2,5,0,0,1,1,0,2024,103,Rural,163500
1343,7681,5,1,186,1,3,7,0,0,0,1,1,2024,103,Rural,154900
2480,8145,7,2,400,2,5,13,0,0,1,1,1,2024,84,Rural,205000
1112,9100,5,1,390,1,2,6,0,0,1,1,1,2024,70,Rural,144800
1564,12000,7,1,234,1,3,7,0,0,1,1,1,2024,83,Rural,174500
1561,13339,6,2,463,2,3,6,0,0,1,1,1,2024,64,Rural,193000
1523,15600,5,1,295,2,3,7,0,0,1,1,1,2024,75,Rural,158000
1152,14000,6,1,300,1,3,6,0,0,1,1,1,2024,74,Rural,158500
1906,17500,6,2,576,1,3,6,0,0,1,1,1,2024,70,Rural,224000
1032,1733,6,2,452,1,2,5,1,1,0,1,1,2024,44,Urban,115000
1229,1488,6,2,462,1,2,5,1,1,0,1,1,2024,44,Urban,137000
1229,1612,6,2,462,1,2,5,1,1,0,1,1,2024,44,Urban,121000
1229,1300,6,2,462,1,2,5,1,1,0,1,1,2024,44,Urban,124000
1982,13607,6,2,501,2,3,6,0,0,1,1,1,2024,38,Rural,208000
2365,17597,7,2,551,2,3,7,0,0,1,1,1,2024,53,Rural,315000
1680,21695,6,2,540,2,3,5,0,0,1,1,1,2024,36,Rural,222000
1344,10690,5,1,468,1,3,6,1,1,1,1,0,2024,104,Urban,147000
2168,8660,5,2,576,2,5,11,1,1,1,1,0,2024,124,Urban,123000
1192,6402,5,1,189,1,3,6,1,1,0,1,0,2024,104,Urban,78000
1526,8470,3,0,0,1,2,6,1,1,1,0,0,2024,109,Urban,85000
572,10200,4,1,200,1,2,4,0,0,1,1,0,2024,99,Urban,75000
1648,3843,8,2,482,2,2,5,1,1,0,1,1,2024,17,Urban,230000
810,21780,2,1,280,1,1,4,0,1,1,1,0,2024,114,Urban,57625
2052,10125,8,3,642,2,3,7,0,0,1,1,1,2024,24,Rural,251000
2149,12822,7,2,670,1,1,6,0,0,1,1,1,2024,21,Rural,239686
1710,12118,7,2,550,2,3,7,0,0,1,1,1,2024,20,Rural,240000
1961,12209,6,2,560,2,3,7,0,0,1,1,1,2024,23,Rural,215000
926,9750,6,1,351,1,2,5,0,0,1,1,1,2024,47,Rural,156450
1287,9360,6,2,541,1,2,5,0,0,1,1,1,2024,47,Rural,173000
1734,10125,5,2,539,2,4,8,0,0,1,1,0,2024,47,Rural,126000
1217,9947,7,2,497,2,3,6,0,0,1,1,0,2024,34,Rural,173000
1595,11070,5,2,672,2,2,5,0,0,1,1,0,2024,33,Rural,152000
1344,14375,6,2,525,1,3,7,0,0,1,1,1,2024,66,Rural,137500
2036,215245,7,2,513,2,3,8,0,0,1,1,1,2024,59,Rural,375000
1620,12898,9,3,912,2,2,6,0,0,1,1,1,2024,17,Rural,315500
1692,13159,7,2,650,2,3,6,0,0,1,1,0,2024,15,Rural,224500
2036,13438,9,3,780,2,3,9,0,0,1,1,1,2024,16,Rural,410000
1641,14463,9,3,885,2,3,7,0,0,1,1,0,2024,16,Rural,316500
1466,8925,8,3,610,2,3,7,0,0,1,1,0,2024,17,Rural,201000
1412,11457,6,2,576,2,3,6,0,0,1,1,1,2024,36,Rural,175000
2237,9839,6,2,440,2,3,7,0,0,1,1,1,2024,44,Rural,204000
1479,14419,7,2,578,2,3,7,0,0,1,1,1,2024,37,Rural,213500
1296,6853,8,2,471,2,2,6,0,0,0,1,0,2024,23,Rural,220000
2014,9157,7,2,486,2,3,9,0,0,1,1,0,2024,21,Rural,170000
1838,14601,9,3,765,2,2,8,0,0,1,1,1,2024,18,Rural,315000
1978,12633,9,3,920,2,2,7,0,0,1,1,1,2024,17,Rural,425000
1008,12518,5,1,384,1,3,6,0,0,1,1,0,2024,56,Rural,139500
1771,21750,5,2,336,1,3,9,0,0,1,1,1,2024,64,Rural,115000
1204,4500,6,2,412,2,2,5,1,1,0,1,0,2024,26,Urban,162000
1224,4500,6,2,402,2,2,5,1,1,0,1,0,2024,25,Urban,165000
988,1596,4,1,297,1,2,5,0,1,0,1,0,2024,51,Urban,91000
874,9858,5,1,288,1,3,5,0,0,1,1,0,2024,56,Rural,130000
630,1526,4,1,286,1,1,3,0,0,0,1,0,2024,54,Urban,86000
1404,13383,5,2,504,2,3,7,0,0,1,1,1,2024,55,Rural,160000
630,1477,4,1,286,1,1,3,0,0,0,1,0,2024,54,Urban,80000
1344,1533,4,0,0,1,3,6,1,1,0,0,1,2024,54,Urban,97000
1092,2217,4,1,286,1,3,6,1,1,0,1,0,2024,54,Urban,88000
796,7689,5,1,336,1,2,4,0,0,0,1,0,2024,52,Rural,131900
1091,7706,6,1,429,1,2,5,0,0,0,1,0,2024,31,Rural,131250
1110,9101,5,2,602,1,1,4,0,0,1,1,1,2024,46,Rural,165500
833,8780,5,0,0,1,3,5,0,0,1,0,0,2024,39,Rural,112000
883,7669,5,2,698,1,2,5,0,0,0,1,1,2024,32,Rural,149000
1362,14115,5,2,480,1,1,5,0,0,1,1,0,2024,31,Rural,143000
1287,10429,5,2,440,1,3,6,0,0,1,1,0,2024,32,Rural,130000
1567,9819,6,2,714,2,2,5,0,0,1,1,1,2024,47,Rural,196000
1632,10457,5,2,898,1,4,7,0,0,1,1,1,2024,55,Rural,173000
1414,11029,6,2,601,1,3,6,0,0,1,1,1,2023,65,Rural,176500
2117,12925,6,2,550,2,4,7,0,0,1,1,1,2023,53,Rural,237500
2112,11075,6,2,576,2,4,9,0,0,1,1,1,2023,54,Rural,206900
1604,8702,6,2,470,2,3,7,0,0,1,1,1,2023,26,Rural,187500
1470,8139,6,2,420,2,3,7,0,0,1,1,1,2023,28,Rural,165000
1604,9535,6,2,472,2,3,7,0,0,1,1,0,2023,25,Rural,195500
1638,9042,6,2,472,2,3,7,0,0,1,1,1,2023,25,Rural,192000
1636,15038,6,2,386,2,3,7,0,0,1,1,1,2023,27,Rural,173000
1384,14137,5,2,404,2,3,7,0,0,1,1,0,2023,27,Rural,177900
1446,21872,7,2,406,2,3,6,0,0,1,1,1,2023,27,Rural,175000
1593,4923,8,2,682,1,0,5,0,0,0,1,1,2023,22,Rural,286000
1682,6264,8,2,528,1,1,6,0,0,0,1,1,2023,26,Rural,247900
1337,5395,8,2,462,2,2,5,0,0,0,1,1,2023,30,Rural,180000
1280,5070,8,2,506,2,2,5,0,0,0,1,0,2023,31,Rural,180000
1604,10839,6,2,470,2,3,7,0,0,1,1,1,2023,26,Rural,181000
1633,11184,6,2,460,2,3,7,0,0,1,1,1,2023,25,Rural,183000
1658,8000,6,2,431,2,3,8,0,0,0,1,1,2023,28,Rural,188000
1895,10832,7,2,409,2,3,7,0,0,1,1,1,2023,29,Rural,194500
1709,14067,6,2,416,2,3,7,0,0,1,1,0,2023,32,Rural,185000
1228,4671,8,2,472,2,2,5,0,0,0,1,1,2023,35,Rural,189000
1337,5950,8,2,462,2,2,5,0,0,0,1,1,2023,34,Rural,188500
2500,13543,8,3,683,3,5,9,0,0,1,1,1,2023,18,Rural,355000
2504,11198,9,3,656,2,4,11,0,0,1,1,1,2023,18,Rural,325000
1884,15401,9,3,670,2,2,7,0,0,1,1,1,2023,19,Rural,387000
1474,31220,6,2,495,1,3,7,0,0,1,1,1,2023,71,Rural,115000
1710,8118,9,2,557,2,2,6,0,0,1,1,1,2023,16,Rural,334000
1488,47280,6,2,738,2,3,6,0,0,1,1,1,2023,73,Rural,133000
2093,20544,7,2,542,2,3,7,0,0,1,1,1,2023,37,Rural,215000
1688,12680,7,2,528,2,2,6,0,0,1,1,1,2023,35,Rural,226500
1422,12090,6,2,576,2,3,7,0,0,1,1,1,2023,42,Rural,175500
1260,10825,7,2,598,2,3,6,0,0,1,1,0,2023,40,Rural,181900
2064,18559,7,2,550,2,3,7,0,0,1,1,1,2023,45,Rural,235000
1782,14450,7,2,551,2,3,6,0,0,1,1,1,2023,44,Rural,220000
2872,12227,6,2,619,2,4,11,0,0,1,1,1,2023,46,Rural,272000
1211,13068,6,2,461,2,3,6,0,0,1,1,1,2023,47,Rural,161000
1126,15611,5,2,540,2,3,6,0,0,1,1,0,2023,46,Rural,175000
2044,10400,7,2,489,2,3,7,0,0,1,1,1,2023,43,Rural,185000
1308,9743,5,2,484,1,3,7,0,0,1,1,0,2023,54,Rural,146900
2840,12511,7,4,1314,2,4,8,0,0,1,1,1,2023,45,Rural,292500
1523,11361,6,2,478,2,3,7,0,0,1,1,1,2023,47,Rural,180000
1444,10400,6,2,473,2,2,5,0,0,1,1,1,2023,47,Rural,159900
1964,10480,7,2,483,2,4,8,0,0,1,1,1,2023,47,Rural,205000
1178,10000,5,2,439,1,3,5,0,0,1,1,1,2023,50,Rural,157000
2340,14311,8,3,787,2,4,9,0,0,1,1,1,2023,27,Rural,306000
1792,9000,5,2,480,2,4,8,0,0,1,1,0,2023,49,Rural,133000
1054,9750,6,2,460,1,3,6,0,0,1,1,0,2023,54,Rural,151000
936,10295,4,1,288,1,2,4,0,0,1,1,0,2023,54,Rural,111900
864,7560,5,2,576,1,3,5,0,0,0,1,0,2023,52,Rural,123000
864,12735,4,2,576,1,3,5,0,0,1,1,0,2023,51,Rural,111250
1337,4060,6,2,511,2,2,5,1,1,0,1,0,2023,25,Urban,181000
987,1680,6,1,264,1,2,5,0,1,0,1,0,2023,50,Urban,103400
987,1680,6,1,264,1,2,5,0,1,0,1,0,2023,50,Urban,100000
987,1890,6,1,352,1,2,5,0,1,0,1,0,2023,51,Urban,100500
987,1869,6,1,280,1,2,5,0,1,0,1,0,2023,53,Urban,106000
